University,Country,City,Global_Rank
"Islamic Azad University, Izeh",Iran,Khuzestan,11924
"Islamic Azad University, Ramhormoz",Iran,Khuzestan,12243
Yasuj University of Medical Sciences,Iran,Kohgiluyeh and Boyer-Ahmad,7290
Yasuj University,Iran,Kohgiluyeh and Boyer-Ahmad,7608
"Islamic Azad University, Yasuj",Iran,Kohgiluyeh and Boyer-Ahmad,9076
"Islamic Azad University, Gachsaran",Iran,Kohgiluyeh and Boyer-Ahmad,10513
Lorestan University,Iran,Lorestan,5890
Lorestan University of Medical Sciences,Iran,Lorestan,6114
Ayatollah Borujerdi University,Iran,Lorestan,8935
"Islamic Azad University, Borujerd",Iran,Lorestan,10698
"Islamic Azad University, Aligudarz",Iran,Lorestan,11164
Arak University of Medical Sciences,Iran,Markazi,3436
Arak University,Iran,Markazi,4731
Islamic Azad University of Arak,Iran,Markazi,7325
"Islamic Azad University, Saveh",Iran,Markazi,8366
Tafresh University,Iran,Markazi,9085
"Islamic Azad University, Tafresh",Iran,Markazi,9385
"Islamic Azad University, Khomain",Iran,Markazi,9387
"Islamic Azad University, Naragh",Iran,Markazi,9883
Arak University of Technology,Iran,Markazi,9975
"Islamic Azad University, Ashtian",Iran,Markazi,10807
Mazandaran University of Medical Sciences,Iran,Mazandaran,3056
University of Mazandaran,Iran,Mazandaran,5000
Babol Noshirvani University of Technology,Iran,Mazandaran,5718
Babol University of Medical Sciences,Iran,Mazandaran,7118
Sari Agricultural Sciences and Natural Resources University,Iran,Mazandaran,8488
University of Science and Technology of Mazandaran,Iran,Mazandaran,8849
Shomal University,Iran,Mazandaran,9176
"Islamic Azad University, Sari",Iran,Mazandaran,9440
Mazandaran University of Science and Technology,Iran,Mazandaran,9648
"Islamic Azad University, Firoozkooh",Iran,Mazandaran,10161
"Islamic Azad University, Ayatollah Amoli",Iran,Mazandaran,10458
"Islamic Azad University, Babol",Iran,Mazandaran,10486
"Islamic Azad University, Tonekabon",Iran,Mazandaran,10528
"Islamic Azad University, Qaemshahr",Iran,Mazandaran,10538
Allameh Mohaddes Nouri University,Iran,Mazandaran,10793
"Islamic Azad University, Nur",Iran,Mazandaran,10853
"Islamic Azad University, Behshahr",Iran,Mazandaran,11007
University of Bojnord,Iran,North Khorasan,5794
North Khorasan University of Medical Sciences,Iran,North Khorasan,6144
Islamic Azad University of Bojnourd,Iran,North Khorasan,9536
"Islamic Azad University, Shirvan",Iran,North Khorasan,10529
Engineering Higher Education Complex of Esfarayen,Iran,North Khorasan,10606
"Islamic Azad University, Esfarayen",Iran,North Khorasan,10774
Kosar University of Bojnord,Iran,North Khorasan,10905
Imam Khomeini International University,Iran,Qazvin,4387
Qazvin University of Medical Sciences,Iran,Qazvin,5317
"Islamic Azad University, Qazvin",Iran,Qazvin,8262
"Islamic Azad University, Buin-Zahra",Iran,Qazvin,10757
"Islamic Azad University, Takestan",Iran,Qazvin,10829
Qom University of Medical Sciences,Iran,Qom,5390
University of Qom,Iran,Qom,5875
Mofid University,Iran,Qom,6516
Al Mustafa International University,Iran,Qom,7122
Qom University of Technology,Iran,Qom,7610
Imam Khomeini Education and Research Institute,Iran,Qom,7876
"Islamic Azad University, Qom",Iran,Qom,8476
Hazrat-e Masoumeh University,Iran,Qom,9982
Ferdowsi University of Mashhad,Iran,Razavi Khorasan,1648
Mashhad University of Medical Sciences,Iran,Razavi Khorasan,2278
Hakim Sabzevari University,Iran,Razavi Khorasan,5734
Imam Reza University,Iran,Razavi Khorasan,6019
Sabzevar University of Medical Sciences,Iran,Razavi Khorasan,6487
Gonabad University of Medical Sciences,Iran,Razavi Khorasan,7039
Islamic Azad University of Mashhad,Iran,Razavi Khorasan,7289
Sadjad University of Technology,Iran,Razavi Khorasan,7556
"Islamic Azad University, Quchan",Iran,Razavi Khorasan,8170
"Islamic Azad University, Sabzevar",Iran,Razavi Khorasan,8344
University of Neyshabur,Iran,Razavi Khorasan,8765
University of Torbat-e-Heydarieh,Iran,Razavi Khorasan,8877
Quchan University of Advanced Technology,Iran,Razavi Khorasan,9272
"Islamic Azad University, Gonabad",Iran,Razavi Khorasan,9731
"Islamic Azad University, Neyshabur",Iran,Razavi Khorasan,9922
Khavaran Institute of Higher Education,Iran,Razavi Khorasan,10510
Islamic Azad university Kashmar Branch,Iran,Razavi Khorasan,11354
Golbahar University of Science and New Technology,Iran,Razavi Khorasan,11454
University of Gonabad,Iran,Razavi Khorasan,11458
Sabzevar University of New Technologies,Iran,Razavi Khorasan,12639
Semnan University,Iran,Semnan,3785
Shahrood University of Technology,Iran,Semnan,4897
Damghan University,Iran,Semnan,5171
Semnan University of Medical Sciences,Iran,Semnan,5755
Shahroud University of Medical Sciences,Iran,Semnan,6162
"Islamic Azad University, Shahrood",Iran,Semnan,8982
"Islamic Azad University, Garmsar",Iran,Semnan,9158
"Islamic Azad University, Semnan",Iran,Semnan,9484
"Islamic Azad University, Damghan",Iran,Semnan,9774
"Islamic Azad University, Mahdishahr",Iran,Semnan,10746
Farzanegan Semnan University,Iran,Semnan,11177
University of Garmsar,Iran,Semnan,11734
University of Sistan and Baluchestan,Iran,Sistan and Baluchestan,4308
Zabol University of Medical Sciences,Iran,Sistan and Baluchestan,5054
University of Zabol,Iran,Sistan and Baluchestan,5737
Zahedan University of Medical Sciences,Iran,Sistan and Baluchestan,6403
"Islamic Azad University, Zahedan",Iran,Sistan and Baluchestan,8968
International University of Chabahar,Iran,Sistan and Baluchestan,9347
Velayat University,Iran,Sistan and Baluchestan,9941
Chabahar Maritime University,Iran,Sistan and Baluchestan,10039
Higher Education Complex of Saravan,Iran,Sistan and Baluchestan,11527
University of Birjand,Iran,South Khorasan,4381
Birjand University of Medical Sciences,Iran,South Khorasan,5756
Birjand University of Technology,Iran,South Khorasan,8413
"Islamic Azad University, Birjand",Iran,South Khorasan,9408
"Islamic Azad University, Ferdows",Iran,South Khorasan,11295
University of Tehran,Iran,Tehran,534
Tehran University of Medical Sciences,Iran,Tehran,1019
Sharif University of Technology,Iran,Tehran,1067
Technical and Vocational University,Iran,Tehran,1395
Shahid Beheshti University of Medical Sciences,Iran,Tehran,1513
Amirkabir University of Technology,Iran,Tehran,1636
Shahid Beheshti University,Iran,Tehran,2081
Tarbiat Modares University,Iran,Tehran,2199
Iran University of Science and Technology,Iran,Tehran,2213
Khaje Nasir Toosi University of Technology,Iran,Tehran,2600
Alzahra University,Iran,Tehran,3393
University of Applied Science and Technology,Iran,Tehran,3529
Kharazmi University,Iran,Tehran,3929
Allameh Tabataba’i University,Iran,Tehran,4129
University of Social Welfare and Rehabilitation Sciences,Iran,Tehran,4156
Institute for Research in Fundamental Sciences,Iran,Tehran,4278
Imam Sadiq University,Iran,Tehran,5257
Petroleum University of Technology,Iran,Tehran,5517
Baqiyatallah Medical Sciences University,Iran,Tehran,5620
Shahid Rajaee Teacher Training University,Iran,Tehran,5717
Shahed University,Iran,Tehran,5762
"Islamic Azad University, South Tehran",Iran,Tehran,6537
Imam Hossein University,Iran,Tehran,6953
Islamic Azad University Central Tehran Branch,Iran,Tehran,7151
"Islamic Azad University, Tehran Medical",Iran,Tehran,7376
"Islamic Azad University, Karaj Branch",Iran,Tehran,7493
University of Quran and Hadith,Iran,Tehran,7539
University of Art,Iran,Tehran,7605
Iran Polymer and Petrochemical Institute,Iran,Tehran,7715
Baqir al-olum University,Iran,Tehran,8510
"Islamic Azad University, Varamin",Iran,Tehran,8569
"Islamic Azad University, West Tehran",Iran,Tehran,8996
"Islamic Azad University, Shahr Rey",Iran,Tehran,9094
"Islamic Azad University, Parand",Iran,Tehran,9199
Islamic Azad University of Roudehen,Iran,Tehran,9599
"Islamic Azad University, Eslamshahr",Iran,Tehran,9802
School of International Relations,Iran,Tehran,9967
"Islamic Azad University, Shahr-e-Qods",Iran,Tehran,10394
"Islamic Azad University, East Tehran",Iran,Tehran,10408
"Islamic Azad University, Damavand",Iran,Tehran,10523
Ahlul Bayt International University,Iran,Tehran,11600
Iran University of Industries and Mines,Iran,Tehran,11659
Iran Informatic Institute,Iran,Tehran,12148
Shahid Sattari University of Aeronautical Engineering,Iran,Tehran,12640
Urmia University,Iran,West Azerbaijan,3562
Urmia University of Medical Sciences,Iran,West Azerbaijan,4379
Urmia University of Technology,Iran,West Azerbaijan,7265
"Islamic Azad University, Mahabad",Iran,West Azerbaijan,9382
Islamic Azad University of Urmia,Iran,West Azerbaijan,10206
"Islamic Azad University, Khoy",Iran,West Azerbaijan,10217
Shahid Sadoughi University of Medical Sciences and Health Services,Iran,Yazd,4074
Yazd University,Iran,Yazd,4772
Meybod University,Iran,Yazd,7679
"Islamic Azad University, Yazd",Iran,Yazd,8742
Ardakan University,Iran,Yazd,8752
University of Science and Arts,Iran,Yazd,9538
"Islamic Azad University, Ashkezar",Iran,Yazd,10457
"Islamic Azad University, Maybod",Iran,Yazd,10802
"Islamic Azad University, Ardakan",Iran,Yazd,10961
"Islamic Azad University, Abarkouh",Iran,Yazd,12015
Zanjan University,Iran,Zanjan,3825
Zanjan University of Medical Sciences,Iran,Zanjan,4315
Institute for Advanced Studies in Basic Sciences,Iran,Zanjan,6644
"Islamic Azad University, Abhar",Iran,Zanjan,10097
"Islamic Azad University, Zanjan",Iran,Zanjan,10175
"Islamic Azad University, Hidaj",Iran,Zanjan,11323
University of Babylon,Iraq,Babylon,5056
Al-Qasim Green University,Iraq,Babylon,10939
University of Baghdad,Iraq,Baghdad,4492
The University of Mustansiriyah,Iraq,Baghdad,6254
Al Nahrain University,Iraq,Baghdad,8757
University of Information Technology and Communications,Iraq,Baghdad,9384
Al Iraqia University,Iraq,Baghdad,9393
Middle Technical University,Iraq,Baghdad,9949
Al-Karkh University of Science,Iraq,Baghdad,11255
Imam Ja’afar Al-sadiq University,Iraq,Baghdad,11314
Ibn Sina University of Medical and Pharmaceutical Sciences,Iraq,Baghdad,11507
University of Basrah,Iraq,Basra,7315
Southern Technical University,Iraq,Basra,11050
Basra University of Oil an Gas,Iraq,Basra,11565
University of Thi-Qar,Iraq,Dhi Qar,8243
University of Sumer,Iraq,Dhi Qar,11531
The University of Duhok,Iraq,Kurdistan,6404
"The American University of Iraq, Sulaimani",Iraq,Kurdistan,6467
Soran University,Iraq,Kurdistan,6547
University of Sulaimani,Iraq,Kurdistan,6937
Tishk International University,Iraq,Kurdistan,7396
University of Zakho,Iraq,Kurdistan,7483
Salahaddin University-Erbil,Iraq,Kurdistan,7658
University of Kurdistan Hewlêr,Iraq,Kurdistan,7928
Koya University,Iraq,Kurdistan,8300
Komar University of Science and Technology,Iraq,Kurdistan,8350
Sulaimani Polytechnic University,Iraq,Kurdistan,8850
Lebanese French University,Iraq,Kurdistan,9329
Cihan University,Iraq,Kurdistan,9337
Erbil Polytechnic University,Iraq,Kurdistan,9402
Hawler Medical University,Iraq,Kurdistan,9573
University of Human Development,Iraq,Kurdistan,9711
Catholic University in Erbil,Iraq,Kurdistan,9889
University of Raparin,Iraq,Kurdistan,9980
Knowledge University,Iraq,Kurdistan,10058
University of Halabja,Iraq,Kurdistan,10363
Duhok Polytechnic University,Iraq,Kurdistan,10603
University of Garmian,Iraq,Kurdistan,10616
The American University of Kurdistan,Iraq,Kurdistan,10771
Nawroz University,Iraq,Kurdistan,11017
Charmo University,Iraq,Kurdistan,11223
International University of Erbil,Iraq,Kurdistan,11581
Bayan University,Iraq,Kurdistan,11582
Kurdistan Institution for Strategic Studies and Scientific Research,Iraq,Kurdistan,11628
University of Kufa,Iraq,Najaf,5370
Al-Furat Al-Awsat Technical University,Iraq,Najaf,7804
Jabir Ibn Hayyan Medical University,Iraq,Najaf,11433
University of Mosul,Iraq,Nineveh,6182
Ninevah University,Iraq,Nineveh,10871
Northern Technical University,Iraq,Nineveh,10984
University of Al Hamdaniya,Iraq,Nineveh,11241
University of Telafer,Iraq,Nineveh,11750
University of Tikrit,Iraq,Saladin,7029
University of Samarra,Iraq,Saladin,10654
Weizmann Institute of Science,Israel,Central District,437
The College of Management – Academic Studies,Israel,Central District,4480
Ruppin Academic Center,Israel,Central District,5203
Netanya Academic College,Israel,Central District,5743
Sha’arei Mishpat College,Israel,Central District,8102
Peres Academic Center,Israel,Central District,8135
Technion – Israel Institute of Technology,Israel,Haifa District,396
University of Haifa,Israel,Haifa District,680
Hebrew University of Jerusalem,Israel,Jerusalem District,238
Bezalel Academy of Arts and Design,Israel,Jerusalem District,3022
Machon Lander,Israel,Jerusalem District,3910
Jerusalem College of Technology,Israel,Jerusalem District,3938
Hadassah Academic College,Israel,Jerusalem District,6472
Schechter Institute of Jewish Studies,Israel,Jerusalem District,6520
Jerusalem College of Engineering,Israel,Jerusalem District,7130
The Jerusalem Academy of Music and Dance,Israel,Jerusalem District,7855
Tel-Hai Academic College,Israel,Northern District,4703
ORT Braude College,Israel,Northern District,5224
Max Stern Academic College of Emek Yezreel,Israel,Northern District,5805
Galilee International Management Institute,Israel,Northern District,7016
Ben-Gurion University of the Negev,Israel,Southern District,529
Sapir College,Israel,Southern District,4729
Sami Shamoon College of Engineering,Israel,Southern District,6075
Tel Aviv University,Israel,Tel Aviv District,227
Bar-Ilan University,Israel,Tel Aviv District,699
The Interdisciplinary Center,Israel,Tel Aviv District,1157
Holon Institute of Technology,Israel,Tel Aviv District,3853
The Academic College of Tel-Aviv-Yaffo,Israel,Tel Aviv District,3893
Shenkar College of Engineering and Design,Israel,Tel Aviv District,4244
Ono Academic College,Israel,Tel Aviv District,4540
Afeka Tel Aviv Academic College of Engineering,Israel,Tel Aviv District,5389
College of Law and Business,Israel,Tel Aviv District,7133
Nagoya University,Japan,Aichi,350
Nagoya Institute of Technology,Japan,Aichi,1627
Nanzan University,Japan,Aichi,1715
Toyohashi University of Technology,Japan,Aichi,1990
Fujita Health University,Japan,Aichi,2051
Meijo University,Japan,Aichi,2090
Chubu University,Japan,Aichi,2356
Nagoya City University,Japan,Aichi,2422
Chukyo University,Japan,Aichi,2673
Aichi University,Japan,Aichi,2798
Nihon Fukushi University,Japan,Aichi,3089
Aichi University of Education,Japan,Aichi,3517
Nagoya University of Commerce and Business Administration,Japan,Aichi,3649
Aichi Medical University,Japan,Aichi,4017
Aichi Gakuin University,Japan,Aichi,4052
Aichi Shukutoku University,Japan,Aichi,4204
Sugiyama Jogakuen University,Japan,Aichi,4340
Tokai Gakuen University,Japan,Aichi,4376
Aichi Prefectural University,Japan,Aichi,4446
Kinjo Gakuin University,Japan,Aichi,4598
Aichi Institute of Technology,Japan,Aichi,5097
Nagoya University of Foreign Studies,Japan,Aichi,5500
Daido University,Japan,Aichi,5585
Nagoya Gakuin University,Japan,Aichi,5604
Toyota Technological Institute,Japan,Aichi,5720
Nagoya University of Arts,Japan,Aichi,5744
Nagoya Bunri University,Japan,Aichi,6242
Nagoya Women’s University,Japan,Aichi,6249
Aichi Sangyo University,Japan,Aichi,6319
Doho University,Japan,Aichi,6427
Nagoya University of Arts and Sciences,Japan,Aichi,6468
Aichi University of Technology,Japan,Aichi,6502
Toyohashi Sozo University,Japan,Aichi,6585
Aichi Prefectural University of Fine Arts and Music,Japan,Aichi,6708
Seijoh University,Japan,Aichi,6733
Nagoya Zokei University of Art and Design,Japan,Aichi,6740
Nagoya Keizai University,Japan,Aichi,6966
University of Human Environments,Japan,Aichi,6990
Nagoya Sangyo University,Japan,Aichi,7024
Shigakkan University,Japan,Aichi,7168
Aichi Toho University,Japan,Aichi,7313
Aichi Bunkyo University,Japan,Aichi,7408
Nagoya College of Music,Japan,Aichi,7538
Ohkagakuen University,Japan,Aichi,7638
Japanese Red Cross Toyota College of Nursing,Japan,Aichi,8077
Aichi Mizuho College,Japan,Aichi,9482
Aichi Gakusen University,Japan,Aichi,12641
Akita University,Japan,Akita,1849
Akita International University,Japan,Akita,3768
Akita Prefectural University,Japan,Akita,4564
North Asia University,Japan,Akita,7501
Akita University of Nursing and Welfare,Japan,Akita,8144
Hirosaki University,Japan,Aomori,1736
Hachinohe Institute of Technology,Japan,Aomori,5449
Aomori University of Health and Welfare,Japan,Aomori,6212
Hirosaki Gakuin University,Japan,Aomori,6586
Hachinohe University,Japan,Aomori,6599
Aomori Public University,Japan,Aomori,6737
Aomori University,Japan,Aomori,6795
Tohoku Women’s College,Japan,Aomori,7027
Aomori Chuo Gakuin University,Japan,Aomori,7143
Chiba University,Japan,Chiba,1180
Chiba Institute of Technology,Japan,Chiba,2821
Chiba University of Commerce,Japan,Chiba,3271
Reitaku University,Japan,Chiba,3598
Josai International University,Japan,Chiba,4004
Tokyo University of Information Sciences,Japan,Chiba,4085
Shukutoku University,Japan,Chiba,4288
Teikyo Heisei University,Japan,Chiba,4349
Tokyo Dental College,Japan,Chiba,4419
Meikai University,Japan,Chiba,4646
Seitoku University,Japan,Chiba,4777
Edogawa University,Japan,Chiba,5245
Chuo Gakuin University,Japan,Chiba,5598
Chiba Institute of Science,Japan,Chiba,5635
Keiai University,Japan,Chiba,5773
Wayo Women’s University,Japan,Chiba,5913
Tokyo Christian University,Japan,Chiba,6552
Tokyo Seitoku University,Japan,Chiba,6764
Kawamura Gakuen Women’s University,Japan,Chiba,6814
International Budo University,Japan,Chiba,6986
Chiba Keizai University,Japan,Chiba,6988
Saniku Gakuin College,Japan,Chiba,7722
Shumei University,Japan,Chiba,7873
Aikoku Gakuen University,Japan,Chiba,7875
Kaichi International University,Japan,Chiba,8202
Ryotokuji University,Japan,Chiba,8867
Seiwa University,Japan,Chiba,9035
Kanda University of International Studies,Japan,Chiba,12652
Ehime University,Japan,Ehime,1249
Matsuyama University,Japan,Ehime,3648
Matsuyama Shinonome College,Japan,Ehime,7017
Ehime Prefectural University of Health Sciences,Japan,Ehime,7253
University of Fukui,Japan,Fukui,2332
Fukui Prefectural University,Japan,Fukui,4333
Fukui University of Technology,Japan,Fukui,5621
Jin-ai University,Japan,Fukui,7071
Kyushu University,Japan,Fukuoka,373
Kyushu Institute of Technology,Japan,Fukuoka,1593
Fukuoka University,Japan,Fukuoka,1723
Kyushu Sangyo University,Japan,Fukuoka,2613
Fukuoka Institute of Technology,Japan,Fukuoka,2938
Kurume University,Japan,Fukuoka,2975
Seinan Gakuin University,Japan,Fukuoka,3396
"University of Occupational and Environmental Health, Japan",Japan,Fukuoka,3538
Fukuoka University of Education,Japan,Fukuoka,4045
The University of Kitakyushu,Japan,Fukuoka,4324
Nakamura Gakuen University,Japan,Fukuoka,4453
Kurume Institute of Technology,Japan,Fukuoka,4849
Fukuoka Jo Gakuin University,Japan,Fukuoka,5265
Cyber University,Japan,Fukuoka,5606
Fukuoka Dental College,Japan,Fukuoka,5830
Kyushu Dental College,Japan,Fukuoka,5914
Fukuoka Women’s University,Japan,Fukuoka,5927
Chikushi Jogakuen University,Japan,Fukuoka,6061
Kyushu International University,Japan,Fukuoka,6087
Japan University of Economics,Japan,Fukuoka,6270
Nishinippon Institute of Technology,Japan,Fukuoka,6330
Daiichi University of Pharmacy,Japan,Fukuoka,6433
Fukuoka Prefectural University,Japan,Fukuoka,6576
Kyushu Kyoritsu University,Japan,Fukuoka,6646
Kyushu Women’s University,Japan,Fukuoka,7263
The Japanese Red Cross Kyushu International College of Nursing,Japan,Fukuoka,7350
Seinan Jo Gakuin University,Japan,Fukuoka,7591
Kyushu Institute of Information Sciences,Japan,Fukuoka,7761
Kyushu Nutrition Welfare University,Japan,Fukuoka,7847
Fukuoka International University,Japan,Fukuoka,8412
University of Aizu,Japan,Fukushima,1968
Fukushima Medical University,Japan,Fukushima,2648
Fukushima University,Japan,Fukushima,3312
Iryo Sosei University,Japan,Fukushima,5867
Koriyama Women’s University,Japan,Fukushima,6273
Ohu University,Japan,Fukushima,6412
Higashi Nippon International University,Japan,Fukushima,7328
Fukushima College,Japan,Fukushima,7636
Gifu University,Japan,Gifu,1322
Institute of Advanced Media Arts and Sciences,Japan,Gifu,3500
Chubu Gakuin University,Japan,Gifu,4019
Gifu Shotoku Gakuen University,Japan,Gifu,4464
Gifu Women’s University,Japan,Gifu,4818
Asahi University,Japan,Gifu,4879
Gifu Pharmaceutical University,Japan,Gifu,6129
Gifu Kyoritsu University,Japan,Gifu,6989
Gifu University of Medical Science,Japan,Gifu,7077
Chukyo Gakuin University,Japan,Gifu,7225
Tokai Gakuin University,Japan,Gifu,7250
Gifu College of Nursing,Japan,Gifu,7857
Gunma University,Japan,Gunma,1337
Takasaki City University of Economics,Japan,Gunma,4528
Maebashi Institute of Technology,Japan,Gunma,5290
Maebashi Kyoai Gakuen College,Japan,Gunma,5788
Gunma Prefectural Women’s University,Japan,Gunma,6534
Takasaki University of Health and Welfare,Japan,Gunma,6542
Kanto Gakuen University,Japan,Gunma,6897
Jobu University,Japan,Gunma,6916
Takasaki University of Commerce,Japan,Gunma,6961
Gumma Paz College,Japan,Gunma,7327
Gunma Prefectural College of Health Sciences,Japan,Gunma,7412
Gunma University of Social Welfare,Japan,Gunma,8147
Hiroshima University,Japan,Hiroshima,493
Hiroshima City University,Japan,Hiroshima,2743
Yasuda Women’s University,Japan,Hiroshima,3714
Prefectural University of Hiroshima,Japan,Hiroshima,3767
Hiroshima Institute of Technology,Japan,Hiroshima,4049
Hiroshima Shudo University,Japan,Hiroshima,4119
Fukuyama University,Japan,Hiroshima,4701
Hiroshima International University,Japan,Hiroshima,5358
Hiroshima University of Economics,Japan,Hiroshima,5510
Hiroshima Kokusai Gakuin University,Japan,Hiroshima,5999
Hiroshima Jogakuin University,Japan,Hiroshima,6311
Hiroshima Bunkyo Women’s University,Japan,Hiroshima,6317
Onomichi University,Japan,Hiroshima,6499
Hijiyama University,Japan,Hiroshima,6696
Fukuyama Heisei University,Japan,Hiroshima,6752
Elisabeth University of Music,Japan,Hiroshima,6995
Hiroshima Bunka Gakuen University,Japan,Hiroshima,7074
The Japanese Red Cross Hiroshima College of Nursing,Japan,Hiroshima,8119
Hokkaido University,Japan,Hokkaido,321
Sapporo Medical University,Japan,Hokkaido,2443
Muroran Institute of Technology,Japan,Hokkaido,2843
Hokkaido University of Education,Japan,Hokkaido,3238
Asahikawa Medical University,Japan,Hokkaido,3357
Obihiro University of Agriculture and Veterinary Medicine,Japan,Hokkaido,3548
Hokkaido University of Science,Japan,Hokkaido,3588
Health Sciences University of Hokkaido,Japan,Hokkaido,3843
Future University Hakodate,Japan,Hokkaido,3912
Hokkai-Gakuen University,Japan,Hokkaido,3952
Kitami Institute of Technology,Japan,Hokkaido,4096
Sapporo Gakuin University,Japan,Hokkaido,4111
Rakuno Gakuen University,Japan,Hokkaido,4151
Hokusei Gakuen University,Japan,Hokkaido,4274
Otaru University of Commerce,Japan,Hokkaido,4386
Hokkaido Information University,Japan,Hokkaido,4906
Sapporo University,Japan,Hokkaido,4907
Wakkanai Hokusei Gakuen College,Japan,Hokkaido,4940
Fuji Women’s University,Japan,Hokkaido,5132
Seisa Dohto University,Japan,Hokkaido,5419
Chitose Institute of Science and Technology,Japan,Hokkaido,5956
Sapporo International University,Japan,Hokkaido,5992
Tenshi College,Japan,Hokkaido,6347
Hokusho University,Japan,Hokkaido,6390
Kushiro Public University of Economics,Japan,Hokkaido,6461
Asahikawa University,Japan,Hokkaido,6551
Hokkaido Bunkyo University,Japan,Hokkaido,6660
Hakodate University,Japan,Hokkaido,6744
Sapporo City University,Japan,Hokkaido,6954
Sapporo Otani University,Japan,Hokkaido,7061
Tomakomai Komazawa University,Japan,Hokkaido,7305
Japanese Red Cross Hokkaido College of Nursing,Japan,Hokkaido,7639
Hokkai School of Commerce,Japan,Hokkaido,7939
Nayoro City University,Japan,Hokkaido,7965
Kobe University,Japan,Hyogo,537
Kwansei Gakuin University,Japan,Hyogo,1677
University of Hyogo,Japan,Hyogo,2318
Konan University,Japan,Hyogo,3004
Kobe Gakuin University,Japan,Hyogo,3325
Hyogo College of Medicine,Japan,Hyogo,3457
Mukogawa Women’s University,Japan,Hyogo,3970
Hyogo University of Teacher Education,Japan,Hyogo,4329
Konan Women’s University,Japan,Hyogo,4485
Kobe Design University,Japan,Hyogo,4490
Otemae University,Japan,Hyogo,4624
Kobe City University of Foreign Studies,Japan,Hyogo,4909
University of Marketing and Distribution Sciences,Japan,Hyogo,5016
Kobe College,Japan,Hyogo,5088
Himeji Dokkyo University,Japan,Hyogo,5178
Kobe Pharmaceutical University,Japan,Hyogo,5472
Kobe Shoin Women’s University,Japan,Hyogo,5594
Sonoda Women’s University,Japan,Hyogo,5597
Kansai University of International Studies,Japan,Hyogo,5887
Kobe Shinwa Women’s University,Japan,Hyogo,6012
Takarazuka University of Art and Design,Japan,Hyogo,6096
Hyogo University,Japan,Hyogo,6156
Kansai University of Social Welfare,Japan,Hyogo,6308
Kobe International University,Japan,Hyogo,6630
Ashiya University,Japan,Hyogo,6674
Koshien University,Japan,Hyogo,6869
Kinki Health Welfare University,Japan,Hyogo,7463
Kobe Kaisei College,Japan,Hyogo,7561
Kobe Yamate University,Japan,Hyogo,7736
Kobe City College of Nursing,Japan,Hyogo,7909
Kansai University of Nursing and Health Sciences,Japan,Hyogo,8746
Kobe Institute of Computing,Japan,Hyogo,8863
Himeji University,Japan,Hyogo,12642
Kobe Tokiwa University,Japan,Hyogo,12643
Kobe Women’s University,Japan,Hyogo,12644
University of Tsukuba,Japan,Ibaraki,397
Ibaraki University,Japan,Ibaraki,1787
Ibaraki Christian University,Japan,Ibaraki,4445
Ryutsu Keizai University,Japan,Ibaraki,4534
Tokiwa University,Japan,Ibaraki,4749
Tsukuba University of Technology,Japan,Ibaraki,5025
Ibaraki Prefectural University of Health Sciences,Japan,Ibaraki,5613
Tsukuba Gakuin University,Japan,Ibaraki,6632
Tsukuba International University,Japan,Ibaraki,12651
Kanazawa University,Japan,Ishikawa,1061
Japan Advanced Institute of Science and Technology,Japan,Ishikawa,1245
Kanazawa Institute of Technology,Japan,Ishikawa,2415
Kanazawa Medical University,Japan,Ishikawa,3669
Kanazawa College of Art,Japan,Ishikawa,5058
Hokuriku University,Japan,Ishikawa,5628
Kanazawa Gakuin University,Japan,Ishikawa,5629
Kanazawa Seiryo University,Japan,Ishikawa,6394
Ishikawa Prefectural Nursing University,Japan,Ishikawa,7181
Ishikawa Prefectural University,Japan,Ishikawa,7264
Kinjo University,Japan,Ishikawa,7747
Iwate University,Japan,Iwate,2005
Iwate Prefectural University,Japan,Iwate,2960
Iwate Medical University,Japan,Iwate,4198
Morioka College,Japan,Iwate,7081
Fuji University,Japan,Iwate,8825
Kagawa University,Japan,Kagawa,1667
Shikoku Gakuin University,Japan,Kagawa,6417
Takamatsu University,Japan,Kagawa,6716
Kagawa Prefectural College of Health Sciences,Japan,Kagawa,8487
Kagoshima University,Japan,Kagoshima,1353
National Institute of Fitness and Sports in Kanoya,Japan,Kagoshima,5301
The International University of Kagoshima,Japan,Kagoshima,5906
Shigakukan University,Japan,Kagoshima,6397
Daiichi Institute of Technology,Japan,Kagoshima,6830
Kagoshima Immaculate Heart University,Japan,Kagoshima,12650
Yokohama National University,Japan,Kanagawa,1403
Yokohama City University,Japan,Kanagawa,1680
Kanagawa University,Japan,Kanagawa,1931
Sanno University,Japan,Kanagawa,3005
The Graduate University for Advanced Studies,Japan,Kanagawa,3681
Kanto Gakuin University,Japan,Kanagawa,3777
St. Marianna University School of Medicine,Japan,Kanagawa,3971
Joshibi University of Art and Design,Japan,Kanagawa,4508
Toin University of Yokohama,Japan,Kanagawa,4536
Azabu University,Japan,Kanagawa,4688
Toyo Eiwa University,Japan,Kanagawa,4738
Ferris University,Japan,Kanagawa,4855
Kanagawa Dental University,Japan,Kanagawa,4883
Shonan Institute of Technology,Japan,Kanagawa,4900
Sagami Women’s University,Japan,Kanagawa,5031
Kanagawa Institute of Technology,Japan,Kanagawa,5047
Tsurumi University,Japan,Kanagawa,5063
Showa University of Music,Japan,Kanagawa,5182
