University,Country,City,Global_Rank
Universidad Nacional de Lomas de Zamora,Argentina,Buenos Aires,4693
Universidad Nacional de Avellaneda,Argentina,Buenos Aires,4867
Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Argentina,Buenos Aires,5222
Universidad Nacional de Moreno,Argentina,Buenos Aires,6425
Universidad Provincial del Sudoeste,Argentina,Buenos Aires,7499
Universidad Nacional del Oeste,Argentina,Buenos Aires,7590
Universidad Provincial de Ezeiza,Argentina,Buenos Aires,7665
Universidad del Este,Argentina,Buenos Aires,8189
Universidad Atlantida Argentina,Argentina,Buenos Aires,8255
Universidad Nacional de San Antonio de Areco,Argentina,Buenos Aires,8729
Universidad Nacional Ral Scalabrini Ortiz,Argentina,Buenos Aires,9130
Universidad Notarial Argentina,Argentina,Buenos Aires,9236
Universidad Salesiana,Argentina,Buenos Aires,10542
University of Belize,Argentina,Cayo,6763
Galen University,Argentina,Cayo,9280
Universidad de Buenos Aires,Argentina,City of Buenos Aires,97
Universidad Tecnológica Nacional,Argentina,City of Buenos Aires,471
Universidad de Palermo,Argentina,City of Buenos Aires,1128
Pontificia Universidad Católica Argentina,Argentina,City of Buenos Aires,1211
Universidad Argentina de la Empresa,Argentina,City of Buenos Aires,1992
Universidad Torcuato di Tella,Argentina,City of Buenos Aires,2243
Universidad Austral,Argentina,City of Buenos Aires,2244
Facultad Latinoamericana de Ciencias Sociales,Argentina,City of Buenos Aires,2483
Universidad del Salvador,Argentina,City of Buenos Aires,2601
Universidad de Ciencias Empresariales y Sociales,Argentina,City of Buenos Aires,2626
Universidad Pedagógica Nacional,Argentina,City of Buenos Aires,2644
Universidad de Belgrano,Argentina,City of Buenos Aires,2697
Instituto Tecnológico de Buenos Aires,Argentina,City of Buenos Aires,2822
Universidad Nacional de las Artes,Argentina,City of Buenos Aires,2841
Universidad Nacional de Tres de Febrero,Argentina,City of Buenos Aires,3021
Universidad Abierta Interamericana,Argentina,City of Buenos Aires,3356
Universidad del CEMA,Argentina,City of Buenos Aires,3467
Instituto Universitario de Ciencias de la Salud,Argentina,City of Buenos Aires,3988
Universidad de Flores,Argentina,City of Buenos Aires,4514
Universidad Argentina John F. Kennedy,Argentina,City of Buenos Aires,4565
Universidad CAECE,Argentina,City of Buenos Aires,5467
Universidad Favaloro,Argentina,City of Buenos Aires,5495
Universidad Maimónides,Argentina,City of Buenos Aires,5523
Universidad del Museo Social Argentino,Argentina,City of Buenos Aires,5527
Universidad Metropolitana para la Educación y el Trabajo,Argentina,City of Buenos Aires,5983
Instituto Universitario ESEADE,Argentina,City of Buenos Aires,6107
Instituto Universitario CEMIC,Argentina,City of Buenos Aires,6154
Universidad de la Marina Mercante,Argentina,City of Buenos Aires,6328
Universidad del Cine,Argentina,City of Buenos Aires,6378
Instituto para el Desarrollo Empresarial de la Argentina,Argentina,City of Buenos Aires,6530
Universidad ISALUD,Argentina,City of Buenos Aires,6944
Instituto de Enseanza Superior del Ejército,Argentina,City of Buenos Aires,7764
Instituto Universitario Nacional de Derechos Humanos Madres de Plaza de Mayo,Argentina,City of Buenos Aires,8470
Instituto Universitario Escuela Argentina de Negocios,Argentina,City of Buenos Aires,8679
Instituto Universitario de Seguridad Martima,Argentina,City of Buenos Aires,8972
Instituto Universitario del Hospital Italiano,Argentina,City of Buenos Aires,9524
Instituto Universitario de Salud Mental,Argentina,City of Buenos Aires,10015
Universidad de San Isidro,Argentina,City of Buenos Aires,10332
Instituto Universitario River Plate,Argentina,City of Buenos Aires,11283
Universidad Nacional de Córdoba,Argentina,Cordoba,419
Universidad Empresarial Siglo 21,Argentina,Cordoba,2942
Universidad Nacional de Ro Cuarto,Argentina,Cordoba,3046
Universidad Católica de Córdoba,Argentina,Cordoba,3840
Universidad Blas Pascal,Argentina,Cordoba,4158
Universidad Nacional de Villa Mara,Argentina,Cordoba,5617
Instituto Universitario Aeronáutico,Argentina,Cordoba,6374
Universidad Provincial de Córdoba,Argentina,Cordoba,7462
Instituto Universitario de Ciencias Biomédicas de Córdoba,Argentina,Cordoba,11244
Universidad Nacional del Nordeste,Argentina,Corrientes,1314
Universidad de la Cuenca del Plata,Argentina,Corrientes,5507
Universidad Nacional de Entre Ros,Argentina,Entre Rios,2341
Universidad Autónoma de Entre Ros,Argentina,Entre Rios,4740
Universidad Adventista del Plata,Argentina,Entre Rios,5421
Universidad de Concepción del Uruguay,Argentina,Entre Rios,7843
Universidad Nacional de La Rioja,Argentina,La Rioja,3429
Universidad Nacional de Chilecito,Argentina,La Rioja,7549
Universidad Nacional de Misiones,Argentina,Misiones,2556
Universidad Gastón Dachary,Argentina,Misiones,7323
Universidad Católica de las Misiones,Argentina,Misiones,9346
Universidad Nacional del Alto Uruguay,Argentina,Misiones,9702
Universidad Nacional de Rio Negro,Argentina,Rio Negro,3627
Instituto Universitario Patagónico de las Artes,Argentina,Rio Negro,7669
Universidad Nacional de Salta,Argentina,Salta,2289
Universidad Católica de Salta,Argentina,Salta,2935
Universidad Nacional de San Juan,Argentina,San Juan,2547
Universidad Católica de Cuyo,Argentina,San Juan,6335
Universidad Nacional de San Luis,Argentina,San Luis,2640
Universidad Nacional de Villa Mercedes,Argentina,San Luis,8341
Universidad Nacional de los Comechingones,Argentina,San Luis,10419
Universidad Nacional del Litoral,Argentina,Santa Fe,1037
Universidad Nacional de Rosario,Argentina,Santa Fe,1115
Universidad del Gran Rosario,Argentina,Santa Fe,5678
Universidad Católica de Santa Fe,Argentina,Santa Fe,6373
Universidad del Centro Educativo Latinoamericano,Argentina,Santa Fe,6767
Universidad Nacional de Rafaela,Argentina,Santa Fe,8259
Instituto Universitario Italiano de Rosario,Argentina,Santa Fe,9465
Universidad Nacional de Santiago del Estero,Argentina,Santiago del Estero,3391
Universidad Católica de Santiago del Estero,Argentina,Santiago del Estero,5081
Universidad Nacional de Tucumán,Argentina,Tucuman,1584
Universidad del Norte Santo Tomás de Aquino,Argentina,Tucuman,5895
Universidad de San Pablo-T,Argentina,Tucuman,9357
Universidad Autónoma del Beni,Bolivia,Beni,8997
Universidad de la Amazon Boliviana,Bolivia,Beni,12347
Universidad San Francisco Xavier,Bolivia,Chuquisaca,2782
Universidad Andina Simón Bolivar,Bolivia,Chuquisaca,7811
Universidad Boliviana de Informática,Bolivia,Chuquisaca,11737
Universidad Unidad,Bolivia,Chuquisaca,12182
Universidad Mayor de San Simón,Bolivia,Cochabamba,1960
Universidad Privada Boliviana,Bolivia,Cochabamba,4202
Universidad Privada del Valle,Bolivia,Cochabamba,5502
Universidad Adventista de Bolivia,Bolivia,Cochabamba,7994
Universidad Privada Abierta Latinoamericana,Bolivia,Cochabamba,8239
"Universidad Central, Bolivia",Bolivia,Cochabamba,9312
Universidad Privada de Ciencias Administrativas y Tecnologicas,Bolivia,Cochabamba,9485
Universidad Technical Privada Cosmos,Bolivia,Cochabamba,9929
Universidad Simón I. Patio,Bolivia,Cochabamba,11294
Universidad Latinoamericana,Bolivia,Cochabamba,11589
Universidad Mayor de San Andrés,Bolivia,La Paz,2339
Universidad Catolica Boliviana,Bolivia,La Paz,2699
Universidad Privada Franz Tamayo,Bolivia,La Paz,5981
Escuela Militar de Ingeniera,Bolivia,La Paz,7164
Universidad Salesiana de Bolivia,Bolivia,La Paz,7912
Universidad Loyola,Bolivia,La Paz,8677
Universidad Tecnológica Boliviana,Bolivia,La Paz,9077
Universidad Nuestra Seora de La Paz,Bolivia,La Paz,9504
Universidad San Francisco de Ass,Bolivia,La Paz,9604
"Universidad La Salle, Bolivia",Bolivia,La Paz,9783
Universidad Real,Bolivia,La Paz,10241
"Universidad de los Andes, Bolivia",Bolivia,La Paz,10653
Universidad Pblica de El Alto,Bolivia,La Paz,10919
Universidad de la Cordillera,Bolivia,La Paz,11297
Universidad Unión Bolivariana,Bolivia,La Paz,11576
The University for Strategic Research in Bolivia,Bolivia,La Paz,12511
Universidad Técnica de Oruro,Bolivia,Oruro,7116
Universidad Privada de Oruro,Bolivia,Oruro,11296
Universidad Autónoma Tomás Fras,Bolivia,Potosi,7427
Universidad Nacional de Siglo XX,Bolivia,Potosi,11001
Universidad Autónoma Gabriel René Moreno,Bolivia,Santa Cruz,3037
Universidad Privada Domingo Savio,Bolivia,Santa Cruz,3688
Universidad de Aquino Bolivia,Bolivia,Santa Cruz,4840
Universidad Nur,Bolivia,Santa Cruz,5769
Universidad Privada de Santa Cruz de la Sierra,Bolivia,Santa Cruz,5998
Universidad Tecnológica Privada de Santa Cruz,Bolivia,Santa Cruz,6568
Universidad Cristiana de Bolivia,Bolivia,Santa Cruz,9134
Universidad Evangélica Boliviana,Bolivia,Santa Cruz,9583
The Universidad Nacional Ecológica,Bolivia,Santa Cruz,10202
Universidad Nacional del Oriente,Bolivia,Santa Cruz,10907
Universidad Privada Cumbre,Bolivia,Santa Cruz,11060
La Universidad para el Desarrollo y la Innovación,Bolivia,Santa Cruz,11307
Universidad Bethesda,Bolivia,Santa Cruz,11877
Universidade Federal de Alagoas,Brazil,Alagoas,1788
Universidade Estadual de Alagoas,Brazil,Alagoas,6054
Universidade Estadual de Ciências da Sade de Alagoas,Brazil,Alagoas,7410
Universidade Federal do Amapá,Brazil,Amapa,3832
Universidade do Estado do Amapá,Brazil,Amapa,9463
Universidade Federal do Amazonas,Brazil,Amazonas,2346
Universidade do Estado do Amazonas,Brazil,Amazonas,5061
Universidade Nilton Lins,Brazil,Amazonas,9621
Universidade Federal da Bahia,Brazil,Bahia,704
Universidade do Estado da Bahia,Brazil,Bahia,2457
Universidade Federal do Recôncavo da Bahia,Brazil,Bahia,3336
Universidade Estadual do Sudoeste da Bahia,Brazil,Bahia,3464
Universidade Estadual de Feira de Santana,Brazil,Bahia,3553
Universidade Estadual de Santa Cruz,Brazil,Bahia,3845
Universidade Salvador,Brazil,Bahia,4077
Universidade Católica do Salvador,Brazil,Bahia,4332
Universidade Federal do Sul da Bahia,Brazil,Bahia,5045
Universidade Federal do Oeste da Bahia,Brazil,Bahia,6967
Universidade Federal do Ceará,Brazil,Ceara,793
Universidade Estadual do Ceará,Brazil,Ceara,2542
Universidade de Fortaleza,Brazil,Ceara,2994
Universidade Regional do Cariri,Brazil,Ceara,4364
Universidade da Integraço Internacional da Lusofonia Afro-Brasileira,Brazil,Ceara,5249
Universidade Estadual Vale do Acara,Brazil,Ceara,5307
Universidade Federal do Cariri,Brazil,Ceara,5491
Universidade de Braslia,Brazil,Distrito Federal,439
Universidade Católica de Braslia,Brazil,Distrito Federal,3534
Universidade Federal do Espirito Santo,Brazil,Espirito Santo,1414
Universidade Vila Velha,Brazil,Espirito Santo,4668
Universidade Federal de Goiás,Brazil,Goias,915
Pontifical Catholic University of Goiás,Brazil,Goias,2288
Universidade Estadual de Goiás,Brazil,Goias,3407
Universidade de Rio Verde,Brazil,Goias,7594
Universidade Federal do Maranho,Brazil,Maranhao,2086
Universidade Estadual do Maranho,Brazil,Maranhao,3195
Universidade Ceuma,Brazil,Maranhao,6445
Universidade Federal de Mato Grosso,Brazil,Mato Grosso,2080
Universidade do Estado de Mato Grosso,Brazil,Mato Grosso,3735
Universidade de Cuiabá,Brazil,Mato Grosso,6240
Universidade Federal de Mato Grosso do Sul,Brazil,Mato Grosso do Sul,1631
Universidade Federal da Grande Dourados,Brazil,Mato Grosso do Sul,2603
Universidade Católica Dom Bosco,Brazil,Mato Grosso do Sul,3967
Universidade Estadual de Mato Grosso do Sul,Brazil,Mato Grosso do Sul,4396
Universidade Anhanguera-Uniderp,Brazil,Mato Grosso do Sul,6078
Universidade Federal de Minas Gerais,Brazil,Minas Gerais,322
Universidade Federal de Uberlândia,Brazil,Minas Gerais,1033
The Pontifical Catholic University of Minas Gerais,Brazil,Minas Gerais,1385
Universidade Federal de Juiz de Fora,Brazil,Minas Gerais,1512
Universidade Federal de Viçosa,Brazil,Minas Gerais,1569
Universidade Federal de Lavras,Brazil,Minas Gerais,1613
Universidade Federal de Ouro Preto,Brazil,Minas Gerais,2270
Universidade Federal de So Joo Del Rei,Brazil,Minas Gerais,2981
Universidade Estadual de Montes Claros,Brazil,Minas Gerais,3154
Universidade de Uberaba,Brazil,Minas Gerais,3287
Universidade Federal de Alfenas,Brazil,Minas Gerais,3337
Universidade Federal de Itajubá,Brazil,Minas Gerais,3459
Universidade do Estado de Minas Gerais,Brazil,Minas Gerais,3536
Universidade Federal dos Vales do Jequitinhonha e Mucuri,Brazil,Minas Gerais,4402
Universidade FUMEC,Brazil,Minas Gerais,4704
Universidade Federal do Triângulo Mineiro,Brazil,Minas Gerais,4850
Universidade José do Rosário Vellano,Brazil,Minas Gerais,5569
Universidade Presidente Antônio Carlos,Brazil,Minas Gerais,5915
Universidade Vale do Rio Verde,Brazil,Minas Gerais,6180
Universidade Vale do Rio Doce,Brazil,Minas Gerais,7784
Universidade de Itana,Brazil,Minas Gerais,8541
Universidade do Vale do Sapuca,Brazil,Minas Gerais,8907
Universidade Federal do Pará,Brazil,Para,1389
Universidade do Estado do Pará,Brazil,Para,3819
Universidade da Amazônia,Brazil,Para,4070
Universidade Federal Rural da Amazônia,Brazil,Para,4998
Universidade Federal do Oeste do Pará,Brazil,Para,5349
Universidade Federal do Sul e Sudeste do Pará,Brazil,Para,5489
Universidade Federal da Paraba,Brazil,Paraiba,907
Universidade Federal de Campina Grande,Brazil,Paraiba,1905
Universidade Estadual da Paraba,Brazil,Paraiba,3186
Universidade Federal do Paraná,Brazil,Parana,587
Universidade Tecnológica Federal do Paraná,Brazil,Parana,1232
Universidade Estadual de Maringá,Brazil,Parana,1419
Pontifcia Universidade Católica do Paraná,Brazil,Parana,1766
Universidade Estadual de Londrina,Brazil,Parana,1803
Universidade Estadual do Oeste do Paraná,Brazil,Parana,2377
Universidade Estadual de Ponta Grossa,Brazil,Parana,2414
Universidade Norte do Paraná,Brazil,Parana,2774
Universidade Estadual do Centro-Oeste,Brazil,Parana,3574
Universidade Federal do Integraço Latino-Americana,Brazil,Parana,3619
Universidade Paranaense,Brazil,Parana,4481
Universidade Estadual do Paraná,Brazil,Parana,4617
Universidade Tuiuti do Paraná,Brazil,Parana,5017
Universidade Positivo,Brazil,Parana,5135
Universidade Estadual do Norte do Paraná,Brazil,Parana,5550
Universidade Federal de Pernambuco,Brazil,Pernambuco,886
Universidade Federal Rural de Pernambuco,Brazil,Pernambuco,2510
Universidade de Pernambuco,Brazil,Pernambuco,3180
Universidade Católica de Pernambuco,Brazil,Pernambuco,3269
Universidade Federal do Vale do So Francisco,Brazil,Pernambuco,3829
Universidade Federal do Piau,Brazil,Piaui,1744
Universidade Estadual do Piau,Brazil,Piaui,2863
Universidade Federal do Rio de Janeiro,Brazil,Rio de Janeiro,443
The Pontifical Catholic University of Rio de Janeiro,Brazil,Rio de Janeiro,655
Universidade Federal Fluminense,Brazil,Rio de Janeiro,782
Universidade do Estado do Rio de Janeiro,Brazil,Rio de Janeiro,785
Universidade Estácio de Sá,Brazil,Rio de Janeiro,1259
